tconst,primaryTitle
tt0304230,The Jar: A Tale from the East
tt0304664,Salaryman Kintaro
tt0304931,Werner - Gekotzt wird später!
tt0305179,Manxmouse
tt0306444,Aida of the Trees
tt0306474,Princess Arete
tt0306741,Doraemon: Nobita and the Winged Braves
tt0307050,Karlsson on the Roof
tt0307453,Shark Tale
tt0307456,Shaye & Kiki
tt0308184,Dougal and the Blue Cat
tt0308220,"En mai, fais ce qu'il te plaît"
tt0308353,Happily N'Ever After
tt0308577,"Micaela, una película mágica"
tt0309114,Song of the Miraculous Hind
tt0309827,Mafalda
tt0310790,The Living Forest
tt0311108,Fake
tt0311439,La leyenda del unicornio
tt0311618,A Tree of Palme
tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit
tt0312941,My Life as McDull
tt0313990,Doraemon: Nobita's Little Star Wars
tt0314166,Hey Arnold! The Movie
tt0314923,Yesu
tt0315000,El Cid: The Legend
tt0316540,Farewell to Space Battleship Yamato: Warriors of Love
tt0317219,Cars
tt0317444,Ethikkara Pakky
tt0317705,The Incredibles
tt0318155,Looney Tunes: Back in Action
tt0318819,WXIII: Patlabor the Movie 3
tt0321566,Bájecná show
tt0322177,The Boy Who Wanted to Be a Bear
tt0322645,Inuyasha the Movie: Affections Touching Across Time
tt0323469,La odisea de los muñecos
tt0323642,Piglet's Big Movie
tt0324407,Valente Quintero
tt0324572,Winnie the Pooh: A Very Merry Pooh Year
tt0325798,Martín Fierro
tt0326143,Saint Seiya: Legend of Crimson Youth
tt0326522,The Brave Frog's Greatest Adventure
tt0327084,Over the Hedge
tt0327408,Alibaba
tt0327597,Coraline
tt0327660,Lung do kei yuen
tt0328880,Brother Bear
tt0330830,Robinson et compagnie
tt0330994,Titanic: The Legend Goes On...
tt0331508,Gundress
tt0332029,My Father's Dragon
tt0332318,Pinocchio 3000
tt0332410,The Trace Leads to the Silver Lake
tt0332717,As Novas Aventuras da Turma da Mônica
tt0333215,The Magician's Hat
tt0334205,Ra: Path of the Sun God
tt0335350,Pepolino und der Schatz der Meerjungfrau
tt0336952,Olentzero: un cuento de Navidad
tt0337711,Rugrats Go Wild
tt0338018,Les fabuleuses aventures du légendaire Baron de Munchausen
tt0338176,The King's Beard
tt0338245,Megasónicos
tt0338348,The Polar Express
tt0339334,Sprung! The Magic Roundabout
tt0341601,Los supersabios
tt0342853,Ogu and Mampato in Rapa Nui
tt0342882,The PianoTuner of EarthQuakes
tt0344854,Arthur and the Invisibles
tt0345600,Mach a Sebestová k tabuli!
tt0345950,The SpongeBob SquarePants Movie
tt0346514,Anjé: The Legend of the Pyrenees
tt0346900,Dragon Hill. La colina del dragón
tt0347149,Howl's Moving Castle
tt0347246,Ghost in the Shell 2: Innocence
tt0347458,La légende de Parva
tt0347618,The Cat Returns
tt0347791,Pokémon Heroes
tt0348059,The Snow Queen's Revenge
tt0348060,The Snow Queen
tt0348121,Steamboy
tt0348878,T'choupi
tt0350194,Teacher's Pet
tt0351045,Heckle & Jeckle & Friends
tt0351283,Madagascar
tt0351853,Tom ja Fluffy
tt0352312,Eden
tt0353014,Wonderful Days
