tconst,primaryTitle
tt0080861,Herbie Goes Bananas
tt0080883,Kapax del Amazonas
tt0080889,Hopscotch
tt0080932,The Invincible
tt0080934,The Island
tt0081004,Klondike Fever
tt0081031,The Last Flight of Noah's Ark
tt0081057,Linda
tt0081065,The Black Wolf
tt0081073,Loophole
tt0081111,Manganinnie
tt0081112,Eaten Alive!
tt0081187,The Mountain Men
tt0081197,Bordello
tt0081303,Paradiso Blu
tt0081350,The Tale of John and Mary
tt0081353,Popeye
tt0081400,Raise the Titanic
tt0081439,Rough Cut
tt0081445,Running Scared
tt0081446,Rycerz
tt0081447,S.H.E: Security Hazards Expert
tt0081467,The Island of the Fishmen
tt0081491,Shaan
tt0081499,The Young Master
tt0081500,The Old Master
tt0081506,Shogun Assassin
tt0081529,Smokey and the Bandit II
tt0081558,Steel
tt0081573,Superman II
tt0081633,Time Bandits
tt0081653,Os Três Mosqueteiros Trapalhões
tt0081680,And Next Year at Lake Balaton
tt0081693,The Pumaman
tt0081747,When Time Ran Out...
tt0081760,Windwalker
tt0081796,Borrowing Matchsticks
tt0081809,North Sea Hijack
tt0082042,Back Roads
tt0082070,Beyond the Reef
tt0082174,House of Traps
tt0082183,La Chèvre
tt0082186,Clash of the Titans
tt0082198,Conan the Barbarian
tt0082199,Condorman
tt0082247,Death Hunt
tt0082264,Los diablos del mar
tt0082267,The Organization
tt0082288,Dragonslayer
tt0082323,Odyssey of the Pacific
tt0082324,En el país de los pies ligeros
tt0082340,Escape from New York
tt0082348,Excalibur
tt0082350,An Eye for an Eye
tt0082398,For Your Eyes Only
tt0082399,Force: Five
tt0082406,The Fox and the Hound
tt0082431,Galaxy of Terror
tt0082432,Gallipoli
tt0082464,Goodbye Pork Pie
tt0082465,Freddie of the Jungle
tt0082474,The Great Muppet Caper
tt0082476,Green Ice
