tconst,primaryTitle
tt0109614,Deserter
tt0109823,For the Moment
tt0109848,Frihetsligan
tt0109859,Le fusil de bois
tt0109994,The Quality of Mercy
tt0110081,To Live
tt0110123,In the Army Now
tt0110260,Killer Kid
tt0110322,Legends of the Fall
tt0110330,Les Milles
tt0110341,Liberation
tt0110348,Zivot a neobycejna dobrodruzstvi vojaka Ivana Conkina
tt0110407,La lumière des étoiles mortes
tt0110450,Two Flags
tt0110539,"Mizaldo, Kraj Teatra"
tt0110817,Peshawar Waltz
tt0110882,Before the Rain
tt0111354,The Tale of the Three Lost Jewels
tt0111473,Trampa para un gato
tt0111546,An Unforgettable Summer
tt0111579,Burnt by the Sun
tt0111598,Veillées d'armes
tt0111646,Vukovar Poste Restante
tt0111647,Vukovar se vraca kuci
tt0111700,White Badge
tt0112358,Andjele moj dragi
tt0112373,Anne Frank Remembered
tt0112428,There Was No War in 72
tt0112562,The Scent of Joseph's Shirt
tt0112914,Marble Ass
tt0113107,Frankie Starlight
tt0113306,Himeyuri no Tô
tt0113547,Kimia
tt0113649,Freedomfighters
tt0113720,Love Lessons
tt0113930,"Don't Cry, Nanking"
tt0113951,Childhood Enemies
tt0113976,Germans
tt0114200,Deborah
tt0114206,A Journey Through the Dark Side
tt0114243,Red Cherry
tt0114279,Richard III
tt0114461,The Seventh Room
tt0114671,Land and Freedom
tt0114863,Ulysses' Gaze
tt0114888,The Walking Dead
tt0114894,War Stories
tt0114934,Wielki tydzien
tt0114999,1941 Hong Kong on Fire
tt0115575,Storm the Skies
tt0115730,Minoo Watch Tower
tt0115770,The Brylcreem Boys
tt0115805,"Calling the Ghosts: A Story About Rape, War and Women"
tt0115822,Captain Conan
tt0115832,Carla's Song
tt0116170,Oedipo alcalde
tt0116192,The Empty Mirror
tt0116193,In Praise of Older Women
tt0116209,The English Patient
tt0116317,Flame
tt0116334,For Ever Mozart
tt0116343,Forever Friends
tt0116368,Iz ada v ad
tt0116369,The Border
tt0116444,La grande quercia
tt0116480,Hamsun
tt0116501,Haïfa
tt0116693,East of War
tt0116739,How the War Started on My Island
tt0116754,Prisoner of the Mountains
tt0116866,Level Five
tt0117072,A Moment of Romance III
tt0117093,Mother Night
tt0117117,My Mother's Courage
tt0117555,The Perfect Circle
tt0117697,Fall Out
tt0117959,The Truce
tt0117999,Two Deaths
tt0118709,Beyond Barbed Wire
tt0118765,Bozic u Becu
tt0118820,Il carniere
tt0119173,G.I. Jane
tt0119389,The Island on Bird Street
tt0119494,The Land Girls
tt0119561,The Long Way Home
tt0119586,Lucie Aubrac
tt0119625,Marthe
tt0119859,Paradise Road
tt0120070,Savior
tt0120247,Surface to Air
tt0120271,Talk of Angels
tt0120311,Comanche Territory
tt0120369,Treca zena
tt0120490,Welcome to Sarajevo
tt0120538,The Opium War
tt0120626,April Captains
tt0120716,Jakob the Liar
tt0120815,Saving Private Ryan
tt0120857,Tea with Mussolini
tt0120863,The Thin Red Line
tt0121097,"Yes, Sir! Part II"
tt0121358,Hell Raiders
tt0121496,The Last Duel of the Great Wall
tt0121629,No Trespassing
tt0121757,Sokol Did Not Love Him
tt0121768,"Stejar, extrema urgenta"
tt0122199,Operation Warzone
tt0122221,Raiders of the Doomed Kingdom
tt0122319,Jin men nu bing
tt0122450,Eye of the Hurricane
tt0122538,Holocaust 2: The Revenge
tt0122657,Little Teachers
tt0122708,The Stone Lion
tt0122787,Vääpeli Körmy ja kahtesti laukeava
tt0122844,And Give My Love to the Swallows
tt0122995,The Cyclists
tt0123138,Komediya o Lisistrate
tt0123841,Forræderne
tt0123846,Fratii Jderi
tt0123915,Invaders of the Lost Gold
tt0123934,Achtung! The Desert Tigers
tt0123945,That Brief Summer
tt0124011,Morenga
tt0124169,Tokyo Trial
tt0124701,Hajka
tt0124768,The Boy Who Stopped Talking
tt0125464,Porzûs
tt0125537,Three Years Without God
tt0125700,The Wild Team
tt0125773,Der gudene er døde
tt0125832,Liebes Lager
tt0126232,Castelul condamnatilor
tt0126283,The End of War
tt0126386,The Crown of Fire
tt0126449,Then I Sentenced Them All to Death
tt0126544,"Noi, cei din linia întîi"
tt0126934,Tropic of Emerald
tt0127142,Portile albastre ale orasului
tt0127522,Doroga na Ryubetsal
tt0127703,Noch na 14-y paralleli
tt0128183,Emisia continua
tt0129563,Vremya tantsora
tt0129892,Duios Anastasia trecea
tt0130272,The Soldier's Story
tt0130748,The Battle of Canudos
tt0131156,Free Fall
tt0131585,Serata
tt0132198,Grüningers Fall
tt0132614,A War Story
tt0132676,Akseli and Elina
tt0132762,Beirut the Encounter
tt0133027,The Year After Dayton
tt0133153,Pohjantähti
tt0133167,Päämaja
tt0133739,Crossfire
tt0133859,Hitler from Our Street
tt0134154,Ride with the Devil
tt0134908,Prisoners of Hope
tt0135465,Hustler Squad
tt0136545,South Pacific 1942
tt0137504,Exile in Sarajevo
tt0137546,For All: Springboard to Victory
tt0138539,Le jour de gloire
tt0138683,The Liberation of Prague
tt0138723,Why Not Believe in Miracles?
tt0138835,"Halt, or I'll Miss!"
tt0138989,Forty Days of Musa Dagh
tt0139183,Europa: In the Shadow of the Reich
tt0139680,Last Night of Love
tt0139750,Ziua Z
tt0139999,Dozhit do rassveta
tt0140317,Kruglyanskiy most
tt0140529,Salvo D'Acquisto
tt0140588,Nazi Love Camp 27
tt0141484,Two Forces
tt0141926,U-571
tt0141949,The Guarded Village 1944
tt0142258,El Salvador: El pueblo vencerà
tt0142757,Sign of the Beast
tt0144085,Anahy de las Misiones
tt0144164,Demons of War
tt0144282,Long Shadows
tt0147310,SS Camp 5: Women's Hell
tt0147807,A u nas byla tishina...
tt0149253,The Good War
tt0149576,Abenko Green Berets
tt0150433,Earth
tt0150497,Fact
tt0150712,Gertrudis
tt0151160,Jeungeon
tt0151475,Mambí
tt0151713,Nakdongkaneun heureuneunga
tt0152241,The Stake and the Flame
tt0152929,The Tornado
tt0153512,Venok sonetov
tt0154591,Hindustan Ki Kasam
tt0154920,My smerti smotreli v litso
tt0155754,I'll Remember April
tt0156269,Ai xuoi van ly
tt0156386,Spring in My Hometown
tt0157134,One Evening After the War
tt0158871,På fremmed mark
tt0159272,Beautiful People
